address	function	mnemonic	instruction	old_bytes	disp_offset	veh_offset	disp_value
0050843f	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DX,word ptr [EBX + 0x952830]	66 8B 93 30 28 95 00	3	0x8	0x952830
00508453	battle_fight(int,int,int,int,int,int,int_*)	TEST	TEST byte ptr [EBX + 0x95284f],AL	84 83 4F 28 95 00	2	0x27	0x95284F
00508521	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CX,word ptr [ECX + 0x95285a]	66 8B 89 5A 28 95 00	3	0x32	0x95285A
00508536	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CX,word ptr [ECX*0x4 + 0x95285a]	66 8B 0C 8D 5A 28 95 00	4	0x32	0x95285A
0050855f	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
00508589	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EDX,word ptr [ECX + 0x952832]	0F BF 91 32 28 95 00	3	0xA	0x952832
0050867e	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
00508712	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
00508786	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005087c7	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CL,byte ptr [EDI + 0x952838]	8A 8F 38 28 95 00	2	0x10	0x952838
00508804	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CL,byte ptr [EAX + 0x95284f]	8A 88 4F 28 95 00	2	0x27	0x95284F
0050881c	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV byte ptr [EAX + 0x95284f],CL	88 88 4F 28 95 00	2	0x27	0x95284F
005088a7	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [EDI + 0x952838]	8A 97 38 28 95 00	2	0x10	0x952838
005088b8	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952858]	0F BF 87 58 28 95 00	3	0x30	0x952858
005088e6	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV AL,byte ptr [EDI + 0x952838]	8A 87 38 28 95 00	2	0x10	0x952838
005088ee	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV byte ptr [EDI + 0x952838],AL	88 87 38 28 95 00	2	0x10	0x952838
005088f4	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV EDX,dword ptr [EDI + 0x95282c]	8B 97 2C 28 95 00	2	0x4	0x95282C
005088fd	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV dword ptr [EDI + 0x95282c],EDX	89 97 2C 28 95 00	2	0x4	0x95282C
00508903	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
0050891a	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV byte ptr [EDI + 0x95284d],0x0	C6 87 4D 28 95 00 00	2	0x25	0x95284D
00508928	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV EAX,dword ptr [EDI + 0x95282c]	8B 87 2C 28 95 00	2	0x4	0x95282C
00508930	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV dword ptr [EDI + 0x95282c],EAX	89 87 2C 28 95 00	2	0x4	0x95282C
00508a17	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX ESI,word ptr [EAX + 0x952858]	0F BF B0 58 28 95 00	3	0x30	0x952858
00508a52	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
00508a90	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CL,byte ptr [EDI + 0x952838]	8A 8F 38 28 95 00	2	0x10	0x952838
00508b03	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX ESI,word ptr [EDI + 0x952858]	0F BF B7 58 28 95 00	3	0x30	0x952858
00508b9c	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CL,byte ptr [EAX + 0x95284f]	8A 88 4F 28 95 00	2	0x27	0x95284F
00508ba7	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV byte ptr [EAX + 0x95284f],CL	88 88 4F 28 95 00	2	0x27	0x95284F
00508ccb	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
00508cf4	battle_fight(int,int,int,int,int,int,int_*)	TEST	TEST byte ptr [EBX + 0x95282c],0x40	F6 83 2C 28 95 00 40	2	0x4	0x95282C
00508d04	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX ECX,word ptr [ECX + 0x952832]	0F BF 89 32 28 95 00	3	0xA	0x952832
00508d5c	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX ECX,word ptr [EBX + 0x952832]	0F BF 8B 32 28 95 00	3	0xA	0x952832
00508d79	battle_fight(int,int,int,int,int,int,int_*)	CMP	CMP byte ptr [EBX + 0x952839],0x2	80 BB 39 28 95 00 02	2	0x11	0x952839
00508dcf	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
00508e0d	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [EBX + 0x952838]	8A 93 38 28 95 00	2	0x10	0x952838
00508e3f	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00508e57	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00508ead	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DX,word ptr [EBX + 0x952832]	66 8B 93 32 28 95 00	3	0xA	0x952832
00508f30	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CL,byte ptr [EBX + 0x952838]	8A 8B 38 28 95 00	2	0x10	0x952838
00508f61	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
00508ff3	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
0050903a	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CL,byte ptr [EBX + 0x952838]	8A 8B 38 28 95 00	2	0x10	0x952838
0050907c	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
005090a3	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
005090da	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
00509121	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ECX + 0x952838]	8A 91 38 28 95 00	2	0x10	0x952838
00509141	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00509188	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ESI + 0x952838]	8A 96 38 28 95 00	2	0x10	0x952838
005091e4	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [EDI + 0x952838]	8A 97 38 28 95 00	2	0x10	0x952838
005091ee	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV byte ptr [EDI + 0x952838],DL	88 97 38 28 95 00	2	0x10	0x952838
00509262	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005092ac	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [EDI + 0x952838]	8A 97 38 28 95 00	2	0x10	0x952838
005092f1	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
00509338	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [EDI + 0x952838]	8A 97 38 28 95 00	2	0x10	0x952838
0050937a	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
005093c1	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ECX + 0x952838]	8A 91 38 28 95 00	2	0x10	0x952838
0050948b	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
0050955f	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DX,word ptr [EAX + 0x952832]	66 8B 90 32 28 95 00	3	0xA	0x952832
00509632	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV BL,byte ptr [EAX + 0x952838]	8A 98 38 28 95 00	2	0x10	0x952838
0050963a	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV byte ptr [EAX + 0x952838],BL	88 98 38 28 95 00	2	0x10	0x952838
005096b3	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
005096fa	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ECX + 0x952838]	8A 91 38 28 95 00	2	0x10	0x952838
00509745	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV BL,byte ptr [EAX + 0x952836]	8A 98 36 28 95 00	2	0xE	0x952836
0050974d	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ECX + 0x952836]	8A 91 36 28 95 00	2	0xE	0x952836
00509761	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV AX,word ptr [EAX + 0x95285a]	66 8B 80 5A 28 95 00	3	0x32	0x95285A
00509776	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV AX,word ptr [EAX*0x4 + 0x95285a]	66 8B 04 85 5A 28 95 00	4	0x32	0x95285A
0050978e	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [EBX + 0x952836]	8A 93 36 28 95 00	2	0xE	0x952836
005097a1	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV byte ptr [ESI + 0x952836],DL	88 96 36 28 95 00	2	0xE	0x952836
005097a7	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
005097e5	battle_fight(int,int,int,int,int,int,int_*)	CMP	CMP DL,byte ptr [EBX + 0x952836]	3A 93 36 28 95 00	2	0xE	0x952836
005097f6	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV word ptr [ESI + 0x952856],AX	66 89 86 56 28 95 00	3	0x2E	0x952856
005097ff	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV word ptr [ESI + 0x952856],0xffff	66 C7 86 56 28 95 00 FF FF	3	0x2E	0x952856
00509815	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EDI,word ptr [ESI + 0x952858]	0F BF BE 58 28 95 00	3	0x30	0x952858
00509840	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV AL,byte ptr [ECX + 0x952836]	8A 81 36 28 95 00	2	0xE	0x952836
00509856	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [EAX + 0x952836]	8A 90 36 28 95 00	2	0xE	0x952836
00509983	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
005099ca	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ECX + 0x952838]	8A 91 38 28 95 00	2	0x10	0x952838
00509ab7	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00509afe	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CL,byte ptr [ESI + 0x952838]	8A 8E 38 28 95 00	2	0x10	0x952838
00509b47	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
00509b8e	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ECX + 0x952838]	8A 91 38 28 95 00	2	0x10	0x952838
00509bc6	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
00509c0d	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ECX + 0x952838]	8A 91 38 28 95 00	2	0x10	0x952838
00509c2f	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
00509c76	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ECX + 0x952838]	8A 91 38 28 95 00	2	0x10	0x952838
00509cc9	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00509d10	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ESI + 0x952838]	8A 96 38 28 95 00	2	0x10	0x952838
00509d45	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00509d65	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CL,byte ptr [ESI + 0x952838]	8A 8E 38 28 95 00	2	0x10	0x952838
00509d8d	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CL,byte ptr [ESI + 0x952838]	8A 8E 38 28 95 00	2	0x10	0x952838
00509da6	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CL,byte ptr [ESI + 0x952838]	8A 8E 38 28 95 00	2	0x10	0x952838
00509dcb	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00509e12	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ESI + 0x952838]	8A 96 38 28 95 00	2	0x10	0x952838
00509e4b	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
00509e95	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ESI + 0x952838]	8A 96 38 28 95 00	2	0x10	0x952838
00509f2e	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00509f75	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CL,byte ptr [ESI + 0x952838]	8A 8E 38 28 95 00	2	0x10	0x952838
00509f95	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EDX + 0x952832]	0F BF 82 32 28 95 00	3	0xA	0x952832
00509fda	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV BL,byte ptr [EDX + 0x952838]	8A 9A 38 28 95 00	2	0x10	0x952838
0050a06c	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
0050a08c	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952832]	0F BF 8E 32 28 95 00	3	0xA	0x952832
0050a1be	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
0050a203	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ESI + 0x952838]	8A 96 38 28 95 00	2	0x10	0x952838
0050a23a	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
0050a2eb	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CX,word ptr [EAX + 0x952856]	66 8B 88 56 28 95 00	3	0x2E	0x952856
0050a2fa	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
0050a35a	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
0050a3a2	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ESI + 0x952838]	8A 96 38 28 95 00	2	0x10	0x952838
0050a43f	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CX,word ptr [EAX + 0x952856]	66 8B 88 56 28 95 00	3	0x2E	0x952856
0050a446	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV word ptr [EDX + 0x952856],CX	66 89 8A 56 28 95 00	3	0x2E	0x952856
0050a4ec	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
0050a508	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX ECX,word ptr [EDI + 0x952832]	0F BF 8F 32 28 95 00	3	0xA	0x952832
0050a556	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
0050a572	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX ECX,word ptr [EBX + 0x952832]	0F BF 8B 32 28 95 00	3	0xA	0x952832
0050a624	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
0050a640	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX ECX,word ptr [EDI + 0x952832]	0F BF 8F 32 28 95 00	3	0xA	0x952832
0050a68e	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
0050a6b7	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EDX + 0x952832]	0F BF 82 32 28 95 00	3	0xA	0x952832
0050a761	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
0050a78f	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
0050a80e	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
0050a848	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
0050a866	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
0050a91c	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CX,word ptr [EDI + 0x95285a]	66 8B 8F 5A 28 95 00	3	0x32	0x95285A
0050a931	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CX,word ptr [EDX*0x4 + 0x95285a]	66 8B 0C 95 5A 28 95 00	4	0x32	0x95285A
0050a954	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
0050a9c3	battle_fight(int,int,int,int,int,int,int_*)	CMP	CMP byte ptr [ECX + 0x952839],0x1	80 B9 39 28 95 00 01	2	0x11	0x952839
0050a9cc	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV AX,word ptr [ECX + 0x95283c]	66 8B 81 3C 28 95 00	3	0x14	0x95283C
0050aa13	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ECX + 0x952838]	8A 91 38 28 95 00	2	0x10	0x952838
0050aa33	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV byte ptr [ECX + 0x952838],AL	88 81 38 28 95 00	2	0x10	0x952838
0050aa3f	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV byte ptr [ECX + 0x952838],AL	88 81 38 28 95 00	2	0x10	0x952838
0050aa65	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
0050aa89	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952832]	0F BF 81 32 28 95 00	3	0xA	0x952832
0050aaa9	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ECX + 0x952838]	8A 91 38 28 95 00	2	0x10	0x952838
0050aab4	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV byte ptr [ECX + 0x952838],DL	88 91 38 28 95 00	2	0x10	0x952838
0050aaba	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV EDX,dword ptr [ECX + 0x95282c]	8B 91 2C 28 95 00	2	0x4	0x95282C
0050aac4	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV dword ptr [ECX + 0x95282c],EDX	89 91 2C 28 95 00	2	0x4	0x95282C
0050aad1	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EDI,word ptr [ECX + 0x952858]	0F BF B9 58 28 95 00	3	0x30	0x952858
0050aaf4	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV AX,word ptr [ECX + 0x95285a]	66 8B 81 5A 28 95 00	3	0x32	0x95285A
0050ab09	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV AX,word ptr [EAX*0x4 + 0x95285a]	66 8B 04 85 5A 28 95 00	4	0x32	0x95285A
0050ab27	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
0050ab2e	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EBX,word ptr [ESI + 0x952858]	0F BF 9E 58 28 95 00	3	0x30	0x952858
0050ab7a	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV DL,byte ptr [ESI + 0x952838]	8A 96 38 28 95 00	2	0x10	0x952838
0050ab91	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV AL,byte ptr [ESI + 0x952836]	8A 86 36 28 95 00	2	0xE	0x952836
0050ad20	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EAX*0x4 + 0x952832]	0F BF 04 85 32 28 95 00	4	0xA	0x952832
0050af57	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
0050af78	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EDX,word ptr [EBX + 0x952832]	0F BF 93 32 28 95 00	3	0xA	0x952832
0050afb4	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
0050afd5	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX ECX,word ptr [EBX + 0x952832]	0F BF 8B 32 28 95 00	3	0xA	0x952832
0050b06f	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
0050b090	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX ECX,word ptr [EBX + 0x952832]	0F BF 8B 32 28 95 00	3	0xA	0x952832
0050b0cc	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
0050b0ed	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EDX,word ptr [EBX + 0x952832]	0F BF 93 32 28 95 00	3	0xA	0x952832
0050b289	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV AL,byte ptr [ESI + 0x952836]	8A 86 36 28 95 00	2	0xE	0x952836
0050b293	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV CX,word ptr [ESI + 0x952830]	66 8B 8E 30 28 95 00	3	0x8	0x952830
0050b2b3	battle_fight(int,int,int,int,int,int,int_*)	MOV	MOV word ptr [ESI + 0x952830],DX	66 89 96 30 28 95 00	3	0x8	0x952830
0050b2c5	battle_fight(int,int,int,int,int,int,int_*)	OR	OR word ptr [ESI + 0x952830],AX	66 09 86 30 28 95 00	3	0x8	0x952830
0050b55a	battle_fight(int,int,int,int,int,int,int_*)	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952832]	0F BF 04 95 32 28 95 00	4	0xA	0x952832
0050b900	FUN_0050b8f0	MOVSX	MOVSX EAX,word ptr [EDX*0x4 + 0x952858]	0F BF 04 95 58 28 95 00	4	0x30	0x952858
0050d11f	capture_base(int,int,int)	MOV	MOV DL,byte ptr [ECX + 0x952836]	8A 91 36 28 95 00	2	0xE	0x952836
0050d131	capture_base(int,int,int)	AND	AND dword ptr [EAX + 0x95282c],ECX	21 88 2C 28 95 00	2	0x4	0x95282C
0050d137	capture_base(int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952858]	0F BF 80 58 28 95 00	3	0x30	0x952858
0050d188	capture_base(int,int,int)	ADD	ADD ESI,0x95282a	81 C6 2A 28 95 00	2	0x2	0x95282A
0050e5d5	convoy(int,int)	MOVSX	MOVSX ECX,word ptr [EDX + 0x952856]	0F BF 8A 56 28 95 00	3	0x2E	0x952856
0050e5ef	convoy(int,int)	MOVSX	MOVSX EDX,word ptr [EDX + 0x952832]	0F BF 92 32 28 95 00	3	0xA	0x952832
0050f2c2	go_timer(int)	MOV	MOV CL,byte ptr [EAX + 0x952839]	8A 88 39 28 95 00	2	0x11	0x952839
0050f2d0	go_timer(int)	MOV	MOV EAX,dword ptr [EAX + 0x95282c]	8B 80 2C 28 95 00	2	0x4	0x95282C
0050f664	clear_group(void)	MOV	MOV EAX,0x95282c	B8 2C 28 95 00	1	0x4	0x95282C
00510602	selecting(int,int)	MOVSX	MOVSX EBX,word ptr [EAX + 0x95282a]	0F BF 98 2A 28 95 00	3	0x2	0x95282A
00510609	selecting(int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952828]	0F BF 80 28 28 95 00	3	0x0	0x952828
